"V1","V2","V3","V4","V5","V6","V7","V8"
NA,NA,NA,NA,4.7,9.845,NA,75.0999965342999
NA,NA,NA,NA,7,9.368,NA,37.5000004365575
NA,NA,NA,NA,7.7,11.341,NA,66.5000021079322
NA,NA,NA,NA,5.9,10.797,NA,87.0999930775724
NA,NA,NA,NA,5,9.192,NA,141.699998360127
NA,NA,NA,NA,12.2,10.9265,NA,4.39999976733816
NA,NA,NA,NA,14.8,10.22,NA,70.1999974579849
NA,NA,NA,NA,11.9,8.96,NA,62.7999989956152
NA,NA,NA,NA,9.8,9.448,NA,73.0999995881575
NA,NA,NA,NA,7.3,7.1995,NA,90.5000034748809
NA,NA,NA,NA,5.5,9.2545,NA,114.799992449116
NA,NA,NA,NA,13,10.123,NA,72.9000055056531
NA,NA,NA,NA,8.4,9.845,NA,45.4999991634395
NA,NA,NA,NA,4.5,9.368,NA,98.6999977380037
NA,NA,NA,NA,6.1,11.341,NA,122.500006947666
NA,NA,NA,NA,9.4,10.797,NA,61.9000024627894
NA,NA,NA,NA,13.9,9.192,NA,86.6999981644767
NA,NA,NA,NA,1.4,10.9265,NA,101.099995407276
NA,NA,NA,NA,8.4,10.22,NA,86.5000051329844
NA,NA,NA,NA,6.3,8.96,NA,64.4999933894724
NA,NA,NA,NA,8.7,9.448,NA,78.3999962615781
NA,NA,NA,NA,7.3,7.1995,NA,107.699997484451
NA,NA,NA,NA,14,9.2545,NA,72.6999996753875
NA,NA,NA,NA,7.3,10.123,NA,80.9000012857723
NA,NA,NA,NA,5.5,9.845,NA,31.399999124551
NA,NA,NA,NA,10.3,9.368,NA,68.3000035620353
NA,NA,NA,NA,9.9,11.341,NA,105.699991044821
NA,NA,NA,NA,5.8,10.797,NA,75.6999933044426
NA,NA,NA,NA,7.6,9.192,NA,56.7000023787841
NA,NA,NA,NA,11.7,10.9265,NA,134.000004921108
NA,NA,NA,NA,10,10.22,NA,127.199989469955
NA,NA,NA,NA,9.9,8.96,NA,82.1999973777565
NA,NA,NA,NA,7.1,9.448,NA,66.5000032866374
NA,NA,NA,NA,12.2,7.1995,NA,89.6000043489039
NA,NA,NA,NA,7.3,9.2545,NA,42.7999998013547
NA,NA,NA,NA,7.5,10.123,NA,41.1999986376031
NA,NA,NA,NA,4.7,9.845,NA,96.6999967989977
NA,NA,NA,NA,6.2,9.368,NA,69.3000088445842
NA,NA,NA,NA,8.1,11.341,NA,105.20000004326
NA,NA,NA,NA,7.9,10.797,NA,126.099987421185
NA,NA,NA,NA,4.6,9.192,NA,45.3000006804359
NA,NA,NA,NA,12,10.9265,NA,129.499996089726
NA,NA,NA,NA,13.1,10.22,NA,207.899986614939
NA,NA,NA,NA,9.5,8.96,NA,120.000000646542
NA,NA,NA,NA,7.2,9.448,NA,60.2999963681214
NA,NA,NA,NA,9.9,7.1995,NA,67.3000024196881
NA,NA,NA,NA,4.3,9.2545,NA,47.7000065318862
NA,NA,NA,NA,4.7,10.123,NA,100.6999987163
NA,NA,NA,NA,8.8,9.845,NA,84.1999905765988
NA,NA,NA,NA,5.9,9.368,NA,130.800000059389
NA,NA,NA,NA,10.6,11.341,NA,134.699979593279
NA,NA,NA,NA,16,10.797,NA,171.299998348695
NA,NA,NA,NA,7,9.192,NA,110.900002601556
NA,NA,NA,NA,13,10.9265,NA,25.7999995403225
NA,NA,NA,NA,18.5,10.22,NA,45.0000017379352
NA,NA,NA,NA,13.3,8.96,NA,49.5999948707322
NA,NA,NA,NA,6.7,9.448,NA,102.49999602529
NA,NA,NA,NA,8.5,7.1995,NA,94.599994447708
NA,NA,NA,NA,5.4,9.2545,NA,91.3000071508577
NA,NA,NA,NA,11.9,10.123,NA,142.299994869973
NA,NA,NA,NA,7.8,9.845,NA,108.599993074313
NA,NA,NA,NA,12.9,9.368,NA,104.699999140576
NA,NA,NA,NA,10.8,11.341,NA,26.3999994070218
NA,NA,NA,NA,12.3,10.797,NA,48.5000046974164
NA,NA,NA,NA,9.5,9.192,NA,60.6999998170068
NA,NA,NA,NA,5.8,10.9265,NA,50.7999983268746
NA,NA,NA,NA,5.8,10.22,NA,61.5999968606047
NA,NA,NA,NA,7.6,8.96,NA,100.100000831299
NA,NA,NA,NA,9.4,9.448,NA,65.4000029666349
NA,NA,NA,NA,9.7,7.1995,NA,40.9000016006758
NA,NA,NA,NA,9.4,9.2545,NA,112.30000314099
NA,NA,NA,NA,14.5,10.123,NA,31.8999969429569
NA,NA,NA,NA,10,9.845,NA,90.3000028898532
NA,NA,NA,NA,9.4,9.368,NA,76.5999975381419
NA,NA,NA,NA,3.1,11.341,NA,101.900006626965
NA,NA,NA,NA,5.3,10.797,NA,52.5000017427374
NA,NA,NA,NA,5.3,9.192,NA,51.5999992378056
NA,NA,NA,NA,7.5,10.9265,NA,67.6999921022798
NA,NA,NA,NA,8.2,10.22,NA,82.4000081192935
NA,NA,NA,NA,9.9,8.96,NA,38.7999990824028
NA,NA,NA,NA,6.3,9.448,NA,68.0000009753712
NA,NA,NA,NA,5.3,7.1995,NA,47.2000060515711
NA,NA,NA,NA,10.4,9.2545,NA,99.9999992520316
NA,NA,NA,NA,4.7,10.123,NA,90.5000002530869
NA,NA,NA,NA,8.2,9.845,NA,144.899984775111
NA,NA,NA,NA,7.3,9.368,NA,115.099994200864
NA,NA,NA,NA,9.9,11.341,NA,109.599996372708
NA,NA,NA,NA,5.2,10.797,NA,117.399991941056
NA,NA,NA,NA,4.4,9.192,NA,77.0999954547733
NA,NA,NA,NA,9.9,10.9265,NA,73.5999914933927
NA,NA,NA,NA,10.1,10.22,NA,31.1999999195905
NA,NA,NA,NA,6.2,8.96,NA,96.8000013053825
NA,NA,NA,NA,7.2,9.448,NA,105.300007869664
NA,NA,NA,NA,6,7.1995,NA,61.4999976485706
NA,NA,NA,NA,11.9,9.2545,NA,92.7999958323198
NA,NA,NA,NA,7.6,10.123,NA,66.4000042121188
NA,NA,NA,NA,10.9,9.845,NA,48.0999962193891
NA,NA,NA,NA,12.2,9.368,NA,55.9000009914598
NA,NA,NA,NA,6.5,11.341,NA,68.0000019085128
NA,NA,NA,NA,12.5,10.797,NA,90.6999964965507
NA,NA,NA,NA,5.3,9.192,NA,112.599990070521
NA,NA,NA,NA,9,10.9265,NA,101.700001582503
NA,NA,NA,NA,4.3,10.22,NA,134.899990059785
NA,NA,NA,NA,10.7,8.96,NA,39.400003823539
NA,NA,NA,NA,11.1,9.448,NA,62.3999990042648
NA,NA,NA,NA,7,7.1995,NA,83.3000033162534
NA,NA,NA,NA,11.1,9.2545,NA,116.699998016702
NA,NA,NA,NA,5.8,10.123,NA,164.899986935779
NA,NA,NA,NA,4.5,9.845,NA,49.3000009279058
NA,NA,NA,NA,4.3,9.368,NA,47.2999958830769
NA,NA,NA,NA,6.9,11.341,NA,47.4000020592939
NA,NA,NA,NA,9.1,10.797,NA,162.300015300571
NA,NA,NA,NA,15.5,9.192,NA,159.900002249196
NA,NA,NA,NA,13.5,10.9265,NA,108.699999938108
NA,NA,NA,NA,11.9,10.22,NA,34.2999995118362
NA,NA,NA,NA,5.3,8.96,NA,80.7999992743134
NA,NA,NA,NA,7,9.448,NA,77.0999982934882
NA,NA,NA,NA,10.1,7.1995,NA,78.1999968749005
NA,NA,NA,NA,15.1,9.2545,NA,67.6999909628648
NA,NA,NA,NA,15.1,10.123,NA,106.499998178333
NA,NA,NA,NA,6.2,9.845,NA,71.3999993400648
NA,NA,NA,NA,5,9.368,NA,120.099990340532
NA,NA,NA,NA,6.8,11.341,NA,72.3000112746377
NA,NA,NA,NA,12.7,10.797,NA,70.6999941787217
NA,NA,NA,NA,17.6,9.192,NA,184.999996726401
NA,NA,NA,NA,11.4,10.9265,NA,63.7999971077079
NA,NA,NA,NA,4.7,10.22,NA,77.4000005609196
NA,NA,NA,NA,9.5,8.96,NA,87.8000055567099
NA,NA,NA,NA,8.1,9.448,NA,148.500004273592
NA,NA,NA,NA,8.5,7.1995,NA,64.000009263691
NA,NA,NA,NA,9.2,9.2545,NA,35.800000463496
NA,NA,NA,NA,9.8,10.123,NA,80.1999966744916
NA,NA,NA,NA,8.7,9.845,NA,44.9999982509325
NA,NA,NA,NA,10.9,9.368,NA,141.100006879424
NA,NA,NA,NA,6.6,11.341,NA,100.000003023888
NA,NA,NA,NA,6.1,10.797,NA,53.9999969070777
NA,NA,NA,NA,18.8,9.192,NA,120.500010723481
NA,NA,NA,NA,7.9,10.9265,NA,21.8999985343544
NA,NA,NA,NA,8.2,10.22,NA,119.199987020329
NA,NA,NA,NA,9,8.96,NA,33.7000022585471
NA,NA,NA,NA,14.3,9.448,NA,163.899990827485
NA,NA,NA,NA,8,7.1995,NA,60.80000053189
NA,NA,NA,NA,5,9.2545,NA,202.200004959013
NA,NA,NA,NA,8.6,10.123,NA,102.900003874674
NA,NA,NA,NA,5.6,9.845,NA,56.3999979945947
NA,NA,NA,NA,14.8,9.368,NA,67.5000019782601
NA,NA,NA,NA,8.2,11.341,NA,93.6999998695683
NA,NA,NA,NA,4.8,10.797,NA,111.099993030075
NA,NA,NA,NA,11.7,9.192,NA,48.0999971623532
NA,NA,NA,NA,3.5,10.9265,NA,116.100006457418
NA,NA,NA,NA,12.3,10.22,NA,54.7999954237639
