"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",300,666.666666666667,230.124130021015,-255.405125538819,1135.93123734972,0,113.037934380975,173.010429788784,136.999318353722,0,20168.6716164572,143.126456034685,103.555858509457,25.8889646273642,291.467144021702
"2",251.195409735501,384.467621752853,226.699250496118,-175.160659880528,1075.57491709333,0,163.760071533278,245.640107299917,133.542195988354,0,20055.4371781336,215.974976809168,102.014662723253,25.5036656808133,310.390775227197
"3",363.911270073952,545.866905110928,264.193956172687,-83.0603606807769,1355.42277471375,0,155.636579791428,233.454869687142,193.565958430065,0,20103.5606741154,275.21412070146,118.887280277709,29.7218200694273,296.598672688602
"4",345.859066203173,518.78859930476,289.495516684332,-38.0248441674215,1353.10571774794,0,155.628909107418,258.654920784381,211.724907370035,0,20123.8220234858,317.146959807225,130.272982507949,32.5682456269873,279.593757463414
"5",345.842020238706,574.78871285418,301.448639245691,-151.021354897335,1201.58221318313,0,125.145469567603,187.718204351405,217.765978348608,0,20198.9966063092,343.299720541495,135.651887660561,33.9129719151402,282.553937806064
"6",278.101043483563,417.151565225344,277.090961943528,-111.816392776471,1140.62405606867,0,160.660944885201,250.402183562607,187.502318515992,0,20117.1545547637,339.206802305799,124.690932874588,31.1727332186469,314.052147625395
"7",357.024321967113,556.449296805793,312.469571365517,-157.021248491365,1282.48900897253,0,126.873256230781,190.309884346171,192.448767278808,0,20174.3903377535,361.674627050287,140.611307114482,35.1528267786206,322.490076149368
"8",281.940569401736,422.910854102603,260.749086289987,-221.213323772017,971.579335883447,0,103.628360141487,155.44254021223,182.186829871759,0,20099.0099916157,337.953319342542,117.337088830494,29.3342722076235,301.177651378345
"9",230.28524475886,345.427867138289,243.855614224123,-129.019792647028,1025.50062573612,0,150.353763220636,225.530644830954,142.539740752808,0,19948.9988649909,313.776881293577,109.735026400855,27.4337566002138,298.925555706224
"10",334.119473823636,501.179210735454,258.809785076598,-186.523046685457,1107.1069632067,0,83.9810003755751,125.971500563363,181.202359804025,0,19956.0049042119,314.923086558686,116.464403284469,29.1161008211173,284.787663273792
"11",186.624445279056,279.936667918584,213.55348472362,15.1929244218129,1078.81673934869,0,213.13770291544,319.70655437316,132.94145727251,0,19744.8544728396,282.602912133433,96.0990681256291,24.0247670314073,307.094033252093
"12",473.639339812089,710.459009718133,344.530848187562,-505.36613959486,1090.3392858685,0,-52.4031034635175,-78.6046551952762,210.379379313484,0,19962.7276065996,357.909692130246,155.038881684403,38.7597204211007,268.809170260676
"13",-116.451341030039,-174.677011545058,72.2295235442711,-694.762613659379,0,0,55.0232586366934,82.53488795504,32.4407797978741,-116.451341030039,19304.0920725561,205.604791520971,32.503285594922,8.1258213987305,443.193128359892
"14",122.273908081541,183.410862122311,86.2367318810452,-388.688364029945,433.389748376449,0,73.3099553566502,109.964933034975,55.1726060417026,0,19013.9346770499,150.418685602062,38.8065293464703,9.70163233661758,396.587527141412
"15",162.911011903667,244.366517855501,118.113250380562,152.68903978713,1098.96130866571,0,217.625603737378,326.438405606067,82.2028507446844,0,18790.9387998579,147.412986675387,53.1509626712527,13.2877406678132,241.028408854095
"16",483.612452749728,725.418679124592,303.140781645942,-23.2487868884779,1772.97763306597,0,98.9632685252286,148.444902787843,210.524016802924,0,19046.7136507643,272.955128229921,136.413351740674,34.1033379351685,310.73731089086
"17",219.918374500508,329.877561750762,250.647897466802,161.301209064658,1338.02391700665,0,257.910011911455,386.865017867183,154.669557668244,0,18907.0503185862,290.112978050804,112.791553860061,28.1978884650152,320.96329706289
"18",573.133359803234,859.700039704851,394.180972425183,-586.545996773333,1239.67090151037,0,-93.340493558373,-140.010740337559,271.381346910657,0,19292.8209982902,396.78377644822,177.381437591332,44.3453593978331,276.996736572032
"19",-207.423319018607,-311.13497852791,64.5816744228951,-611.064849792093,0,0,98.0075182362916,147.011277354437,19.31141444073,-207.423319018607,18516.2497486157,216.233855474617,29.0617534903028,7.2654383725757,422.557172184167
"20",217.794484969537,326.691727454305,128.103865240286,-203.219644217078,657.694778575846,0,94.5992156985375,141.898823547806,85.621287357524,0,18386.3513705708,183.572995573145,57.6467393581286,14.4116848395321,357.432323771745
"21",210.220479330083,315.330718995125,168.144409662414,290.922103546206,1401.91093871955,0,270.914859959602,406.372289939403,104.573503971404,0,18248.5828829904,196.727763864604,75.6649843480864,18.9162460870216,278.753336565265
"22",602.033022132449,903.049533198674,403.445454396422,-609.621703922837,1468.6620923307,0,-111.536232907836,-167.304349361753,237.914701314232,0,18691.8037315733,359.005842269192,181.55045447839,45.3876136195975,261.162260145391
"23",-247.858295350746,-371.787443026119,22.1185064614634,-542.021043821621,0,0,117.113044553227,175.669566829841,-7.55275229367111,-247.858295350746,17870.1435745254,170.695129152947,9.95332790765855,2.48833197691464,403.862763063744
"24",260.251210118283,390.376815177425,131.07046320077,-164.217926393105,666.873281751027,0,76.7584087182693,115.137613077404,93.9644928220041,0,17818.7189946238,166.654860240733,58.9817084403465,14.7454271100866,324.565318591196
"25",170.574241596154,255.861362394231,145.89600424081,62.4065673939939,973.217436330211,0,163.71108445096,245.566626676439,99.7616059647223,0,17636.2179719764,173.100428914976,65.6532019083646,16.4133004770911,229.43757704476
"26",363.802409891021,545.703614836532,255.454134795988,-165.382897613775,1201.24514402555,0,31.5569839384287,47.335475907643,168.536463385704,0,17743.3413248701,249.199550358049,114.954360658194,28.7385901645486,242.073123625749
"27",70.1266309742859,105.189946461429,138.644673695247,-164.895843495147,605.234743840669,0,148.244031572363,222.366047358545,91.2726991461232,0,17414.3243206133,203.681362364242,62.3901031628613,15.5975257907153,337.385939236947
"28",329.431181271919,494.146771907878,227.148976685167,191.211857232653,1524.72475854219,0,182.995907076593,274.49386061489,157.772423397119,0,17476.200988907,246.462146739113,102.217039508325,25.5542598770812,254.360722920123
"29",406.657571281319,609.986356921978,319.529041104159,98.5675717889782,1649.66817942546,0,146.750667982603,220.126001973905,200.241083432345,0,17650.718001515,327.204190574188,143.788068496871,35.9470171242178,276.24247964351
"30",326.112595516896,489.168893275344,297.250167641079,-179.805612504917,1031.49022778989,0,30.5499092237092,45.8248638355638,192.776624660959,0,17701.8305485445,345.382348244278,133.762575438485,33.4406438596214,206.126475631044
"31",67.8886871637983,101.833030745697,163.341245168549,-268.334470619821,531.215571149066,0,125.789549017224,188.684323525836,88.4934323752219,0,17370.4887886478,261.687615773,73.503560325847,18.3758900814618,377.490630597259
"32",279.532331149387,419.298496724081,214.96103254685,207.435935639293,1482.69174639602,0,206.966953173282,310.450429759923,122.424484955984,0,17359.6417256914,262.557955173981,96.7324646460827,24.1831161615207,267.946503211757
"33",459.926562607293,689.88984391094,322.3649758405,-370.622222158277,1214.8795860507,0,-53.5550731048295,-80.3326096572442,209.963853264043,0,17615.5043056852,336.402992481441,145.064239128225,36.2660597820562,209.017341218549
"34",-119.011273566288,-178.516910349431,73.0749507956452,-544.537618616144,0,0,56.2328267600709,84.3492401401064,28.8653193737928,-119.011273566288,17010.3035424115,195.534029539042,32.8837278580404,8.22093196451009,367.294674185703
"35",124.961837244602,187.442755866903,85.9759654324282,-411.240637430825,252.703039054507,0,17.1214248445071,25.6821372667606,54.2803078936011,0,16780.0445468634,145.419231310158,38.6891844445927,9.67229611114817,350.249822685949
"36",38.0476107655713,57.0714161483569,55.2146338110531,-258.008956948578,371.113087739113,0,92.5525187979757,138.828778196963,32.6183408489239,0,16427.1193624016,101.791676906471,24.8465852149739,6.21164630374347,326.461165821849
"37",205.672263995502,308.508395993252,129.051248934848,213.328554227643,1147.21805947008,0,180.672293940884,271.008440911326,87.0589888983413,0,16330.1519892209,132.832443005586,58.0730620206818,14.5182655051704,186.605571983125
"38",401.493986535297,602.240979802946,277.651601807425,-78.3418465219842,1390.57499228566,0,39.1733436296729,58.7600154445093,167.281329950091,0,16524.8449012699,247.210435125467,124.943220813341,31.2358052033354,218.894836207673
"39",87.0518747326064,130.57781209891,158.591909319542,-24.0116069999678,782.251944526034,0,192.099950219141,288.149925328712,85.0537090234005,0,16250.4670562312,215.525052596809,71.3663591937937,17.8415897984484,332.350507315605
"40",426.888778264759,640.333167397138,288.837870187059,-445.92538063031,999.239763173008,0,-81.9442586657879,-122.916387998682,176.805265897286,0,16484.709289845,292.474741902262,129.977041584176,32.4942603960441,166.637109896024
"41",-182.09835259064,-273.14752888596,17.3454852023783,-417.372117825508,0,0,86.0414715990773,129.062207398616,-4.64555520169743,-182.09835259064,15813.8549079496,139.209631089443,7.80546834107022,1.95136708526756,300.580104094293
"42",191.203270220172,286.804905330258,101.806022175558,-296.766098942101,380.448599880199,0,23.7506596913735,35.6259895370602,64.3587905437043,0,15710.4543471134,131.61426097021,45.8127099790013,11.4531774947503,314.32387369005
