"","V1","V2","V3","V4","V5","V6"
"156",525.798617188791,525.798617188791,654.286863852048,654.286863852048,651.230206312074,651.230206312074
"157",549.654167071771,549.654167071771,628.499607468784,628.499607468784,613.70016602135,613.70016602135
"158",479.133787511378,479.133787511378,563.930512600875,563.930512600875,559.300527401516,559.300527401516
"159",452.543976064189,452.543976064189,471.490522815385,471.490522815385,490.714645882158,490.714645882158
"160",503.788907486775,503.788907486775,580.041891810119,580.041891810119,590.859529218571,590.859529218571
"161",728.700608521473,728.700608521473,611.024097970883,611.024097970883,603.799631764381,603.799631764381
"162",586.960871113328,586.960871113328,684.785776696273,684.785776696273,652.336224982546,652.336224982546
"163",631.375167735791,631.375167735791,634.383594566848,634.383594566848,605.181103433854,605.181103433854
"164",524.204998870812,524.204998870812,644.837063084229,644.837063084229,619.17617541621,619.17617541621
"165",600.170686695058,600.170686695058,648.124117183724,648.124117183724,624.170240130698,624.170240130698
"166",460.073559881011,460.073559881011,514.857754538069,514.857754538069,517.337960187111,517.337960187111
"167",340.216404255831,340.216404255831,486.313903603808,486.313903603808,513.672627803258,513.672627803258
"168",441.907694434787,441.907694434787,463.720257567916,463.720257567916,499.622052589766,499.622052589766
"169",548.556069275794,548.556069275794,522.505830621826,522.505830621826,548.513391190685,548.513391190685
"170",479.054254349977,479.054254349977,521.332858528801,521.332858528801,528.851429870906,528.851429870906
"171",492.727337583981,492.727337583981,592.262681163947,592.262681163947,579.623132483158,579.623132483158
"172",616.12974294661,616.12974294661,611.637535441249,611.637535441249,583.152466751746,583.152466751746
"173",602.556920124325,602.556920124325,619.945153815862,619.945153815862,588.432880250812,588.432880250812
"174",492.607937145594,492.607937145594,652.253404524513,652.253404524513,607.208179625973,607.208179625973
"175",688.633638495915,688.633638495915,650.847341818321,650.847341818321,603.12037416888,603.12037416888
"176",506.645599250365,506.645599250365,605.452723701931,605.452723701931,570.63472613628,570.63472613628
"177",545.403095443462,545.403095443462,701.717354147391,701.717354147391,660.047297586078,660.047297586078
"178",626.856788680227,626.856788680227,693.968719705967,693.968719705967,643.764648024128,643.764648024128
"179",614.819811922741,614.819811922741,719.407321029184,719.407321029184,665.405383434408,665.405383434408
"180",609.706652466298,609.706652466298,693.036296350692,693.036296350692,647.374558179939,647.374558179939
"181",589.887903847112,589.887903847112,706.94404785613,706.94404785613,668.785462870925,668.785462870925
"182",600.485167559054,600.485167559054,591.415478672997,591.415478672997,576.279592054727,576.279592054727
"183",569.32591789643,569.32591789643,612.636791564051,612.636791564051,611.005874049155,611.005874049155
"184",612.731427686181,612.731427686181,648.63464285059,648.63464285059,640.233755451015,640.233755451015
"185",421.108348105572,421.108348105572,487.478976134011,487.478976134011,508.439902352809,508.439902352809
"186",464.226981250026,464.226981250026,538.548087109939,538.548087109939,569.826007526963,569.826007526963
"187",764.916650810099,764.916650810099,715.034941239046,715.034941239046,701.940210656746,701.940210656746
"188",742.379810404651,742.379810404651,769.584131160145,769.584131160145,716.911904406474,716.911904406474
"189",535.15375697357,535.15375697357,649.328417130424,649.328417130424,614.177062390318,614.177062390318
"190",458.295444724822,458.295444724822,657.801305933123,657.801305933123,639.032204339563,639.032204339563
"191",715.298909774923,715.298909774923,780.532760891589,780.532760891589,741.002379454828,741.002379454828
"192",616.456127673523,616.456127673523,755.519117648202,755.519117648202,714.10114349325,714.10114349325
"193",643.69002314668,643.69002314668,761.469729094249,761.469729094249,720.938373696843,720.938373696843
"194",577.822290297124,577.822290297124,786.537839421968,786.537839421968,742.654377014961,742.654377014961
"195",446.04397373335,446.04397373335,606.50835662833,606.50835662833,601.383253608582,601.383253608582
"196",367.383334329145,367.383334329145,620.445821781616,620.445821781616,638.735807238412,638.735807238412
"197",535.732764107497,535.732764107497,516.178788241844,516.178788241844,556.474485184355,556.474485184355
"198",556.087298757027,556.087298757027,545.729403882334,545.729403882334,591.68782122618,591.68782122618
"199",564.233214765771,564.233214765771,694.699629192536,694.699629192536,703.493639031633,703.493639031633
"200",611.465432793093,611.465432793093,651.092546339202,651.092546339202,648.928511921706,648.928511921706
"201",602.308218175606,602.308218175606,609.746471515797,609.746471515797,617.463870943731,617.463870943731
"202",575.053902411176,575.053902411176,586.907232982584,586.907232982584,605.857218636852,605.857218636852
"203",487.605652265948,487.605652265948,592.080187848391,592.080187848391,610.658825793895,610.658825793895
"204",649.62711564932,649.62711564932,668.727578402326,668.727578402326,666.008437977154,666.008437977154
"205",693.2316459774,693.2316459774,697.160165334309,697.160165334309,676.8368963117,676.8368963117
"206",456.064199701485,456.064199701485,656.469913275063,656.469913275063,638.524838419657,638.524838419657
"207",564.754627063618,564.754627063618,642.634110720929,642.634110720929,635.252391065431,635.252391065431
"208",627.951513359712,627.951513359712,655.79343804496,655.79343804496,647.552072725146,647.552072725146
"209",444.658805520658,444.658805520658,542.873537594463,542.873537594463,558.427382884424,558.427382884424
"210",475.033020879461,475.033020879461,513.224167663741,513.224167663741,550.573182510413,550.573182510413
"211",522.562835539803,522.562835539803,491.812823558457,491.812823558457,537.724165092232,537.724165092232
"212",567.206892576478,205.608286989973,530.572988781482,492.424283728801,570.975457383824,539.066201107176
"213",503.807167503302,523.792156456237,496.803170975599,549.845439912007,536.531953507442,580.699341904998
"214",521.136091449016,471.714532042618,508.759369925349,594.688895547478,546.111478892994,605.926206890107
"215",449.63034157497,458.274981558246,472.458375153355,569.347916845068,514.508552462825,577.265158727501
"216",491.032168217527,472.559633740319,536.845766843455,628.911029780263,562.91448402948,622.186045350092
"217",699.104843267937,700.404356475579,644.481923515581,777.357072411509,634.741972965121,731.814247085911
"218",618.42456534435,620.699695537069,669.82835938126,810.111445571033,637.465488847174,736.375881188664
"219",442.922292173088,440.835328567074,561.253505957443,683.695580291789,547.477447552887,634.241250730018
"220",592.429567949194,592.033235454958,569.341896297428,683.078704117592,569.467780195733,656.413453624252
"221",548.840430418742,548.976668540197,546.581858573452,642.733446823658,551.812663992732,636.624924088746
"222",499.49867539619,498.061395625719,617.293442774329,697.93426248342,614.682271181782,691.952468537567
"223",736.927675391541,736.461122695826,637.587692609599,699.637165599778,616.213218254216,681.580004039476
"224",632.364629049946,632.543681945283,721.94482962417,783.713327462154,681.77637311243,751.910011711
"225",506.093249293446,508.033699438937,539.353127316066,588.167694989663,528.326796543421,587.104537609535
"226",354.931487124816,351.764327949293,487.665062173946,508.593521407065,511.009189157426,550.854675623131
"227",577.469591640942,576.549355927388,525.330557167367,528.849399491345,550.816748856063,579.127743839856
"228",554.550066870104,555.15057966606,495.157470741259,493.9997831483,521.252306862213,546.413787624917
"229",475.478020117585,472.315348121945,595.992921768636,596.699417506356,608.432675450714,630.517007652975
"230",601.039457933448,598.436168358567,655.532532742479,657.4894318825,639.310173464345,657.15446160223
"231",392.363943516565,394.205517894151,499.525296463848,502.399456755756,501.134357696742,517.328284127979
"232",419.617499408377,417.241009111315,481.200149233354,483.308891103184,504.587554385193,518.785435183118
"233",744.026822383555,741.968870773792,599.636921003427,600.366340112167,606.658124888877,616.821082293378
"234",486.9675557045,488.25997852875,531.158488336421,530.410840663091,539.927873170681,544.932074660199
"235",416.902418726097,413.719834627482,523.391994864183,521.602093118066,537.079149361966,540.158292448361
"236",639.25752539436,639.191452888783,554.01928603723,550.201446654815,558.452016528712,558.830930192016
"237",543.323932339665,543.140629793509,570.917928371928,562.539339340558,565.881863601373,560.851377330274
"238",586.399039043425,582.660031015874,517.193176077443,511.169780425683,522.791195046455,520.432131436897
"239",560.85180531507,561.974749864838,547.067321017503,541.061959045973,551.040761720946,554.985830986211
"240",612.642982008594,609.053491698129,677.06722873249,661.565233135221,651.290015077214,648.550253478272
"241",391.723840093345,398.04751291192,462.333400529484,453.736094817343,465.665780700414,470.595577553272
"242",378.366241859283,375.75677374761,460.382292136897,452.515534834985,487.309758384243,486.473244795037
"243",655.530213236689,659.013459941084,504.284829131368,495.371741944831,524.936040080228,522.197778758965
"244",625.042760395077,622.61087216967,665.313588882316,649.449868982765,646.72122809433,638.315844855472
"245",559.03202503897,562.670960582445,577.894225973298,556.365938463642,556.246199894555,544.074653289968
"246",430.049862947767,426.502355160848,564.878159930225,540.055511912293,551.301198507726,536.758664627419
"247",667.052242559795,663.690265390919,677.534422674111,647.245646325225,644.980088926694,626.032034003846
"248",700.126720102037,700.42878814755,720.385151335788,683.789928983953,671.566414845865,647.016723394978
"249",601.308966354733,598.452961990495,652.748917506416,629.789776178024,614.476220752829,599.725431824116
"250",538.415079455886,538.529639440277,593.789847707336,593.138086636474,574.969494818871,575.69295387356
"251",460.454580245301,460.879470743977,520.752711530884,519.319364653462,535.177942870869,530.721338034321
"252",520.170559142296,515.404678210691,526.098077206043,522.171455867675,551.817628324125,544.525178036792
"253",658.006134323227,658.74289702414,689.70005896392,672.771183875686,680.714791172676,663.159845500665
"254",510.044591397983,511.563597608728,623.743986015511,609.914188833121,604.924524868458,591.898669188548
